club_name,country,player_name,age,position,club_involved_name,club_involved_country,transfer_movement,transfer_period,year,id
Al-Ahli SFC,Saudi Arabia,Osama Hawsawi,28.0,Centre-Back,RSC Anderlecht,Belgium,in,Winter,2012,1851
Al-Ahli SFC,Saudi Arabia,Mohammed Massad,29.0,Central Midfield,Al-Hilal,Saudi Arabia,out,Winter,2012,1852
Al-Hilal SFC,Saudi Arabia,Ibrahim Zaied,23.0,Goalkeeper,Al-Shabab,Saudi Arabia,in,Winter,2012,1853
Al-Hilal SFC,Saudi Arabia,Gustavo Bolívar,27.0,Central Midfield,Deportes Tolima,Colombia,in,Winter,2012,1854
Al-Hilal SFC,Saudi Arabia,Abdullah Otayf,20.0,Defensive Midfield,Al-Shabab,Saudi Arabia,in,Winter,2012,1855
Al-Hilal SFC,Saudi Arabia,Ozéia,30.0,Centre-Back,Criciúma EC,Brazil,in,Winter,2012,1856
Al-Hilal SFC,Saudi Arabia,Mohammed Massad,29.0,Central Midfield,Al-Ahli SFC,Saudi Arabia,in,Winter,2012,1857
Al-Hilal SFC,Saudi Arabia,Ahmed Al-Fraidi,24.0,Attacking Midfield,Ittihad Club,Saudi Arabia,out,Winter,2012,1858
Al-Hilal SFC,Saudi Arabia,Kader Mangane,29.0,Centre-Back,Sunderland,England,out,Winter,2012,1859
Al-Hilal SFC,Saudi Arabia,Adil Hermach,26.0,Midfield,Toulouse,France,out,Winter,2012,1860
Al-Hilal SFC,Saudi Arabia,Hassan Al-Otaibi,35.0,Goalkeeper,Retired,Retired,out,Winter,2012,1861
Al-Ettifaq FC,Saudi Arabia,Prince Tagoe,26.0,Centre-Forward,Bursaspor,Turkey,in,Winter,2012,1862
Al-Ettifaq FC,Saudi Arabia,Hazaa Al-Hazaa,21.0,Centre-Forward,Al-Ettifaq U23,Saudi Arabia,in,Winter,2012,1863
Al-Ettifaq FC,Saudi Arabia,Ibrahim Taher Al-Ibrahim,20.0,Right Winger,Inter Zapresic,Croatia,in,Winter,2012,1864
Al-Ettifaq FC,Saudi Arabia,Júnior Xuxa,28.0,Attacking Midfield,ABC FC,Brazil,out,Winter,2012,1865
Al-Ettifaq FC,Saudi Arabia,Won-yeong Lee,31.0,Defence,Busan IPark,Korea Republic,out,Winter,2012,1866
Al-Ettifaq FC,Saudi Arabia,Sanad Shrahilee,26.0,Centre-Back,Al-Taawoun,Saudi Arabia,out,Winter,2012,1867
Al-Ettifaq FC,Saudi Arabia,Cássio,29.0,Centre-Forward,Gwangju FC,Korea Republic,out,Winter,2012,1868
Al-Ettifaq FC,Saudi Arabia,Waleed Mahboob,27.0,Right Midfield,Al-Wehda,Saudi Arabia,out,Winter,2012,1869
Ittihad Club,Saudi Arabia,György Sándor,28.0,Attacking Midfield,Videoton FC,Hungary,in,Winter,2012,1870
Ittihad Club,Saudi Arabia,Ahmed Al-Fraidi,24.0,Attacking Midfield,Al-Hilal,Saudi Arabia,in,Winter,2012,1871
Ittihad Club,Saudi Arabia,Mukhtar Fallatah,25.0,Centre-Forward,Al-Shabab,Saudi Arabia,in,Winter,2012,1872
Ittihad Club,Saudi Arabia,Bill,28.0,Centre-Forward,Santos,Brazil,in,Winter,2012,1873
Ittihad Club,Saudi Arabia,Mazin Ahmed Al-Huthayfi,27.0,Left Winger,F. Düsseldorf,Germany,in,Winter,2012,1874
Ittihad Club,Saudi Arabia,Diego Souza,27.0,Centre-Forward,Cruzeiro,Brazil,out,Winter,2012,1875
Ittihad Club,Saudi Arabia,Ali Al-Zubaidi,25.0,Defensive Midfield,Najran SC,Saudi Arabia,out,Winter,2012,1876
Ittihad Club,Saudi Arabia,Salman Al-Hariri,24.0,Left Midfield,Najran SC,Saudi Arabia,out,Winter,2012,1877
Ittihad Club,Saudi Arabia,Mohammed Noor,35.0,Attacking Midfield,Al-Nassr,Saudi Arabia,out,Winter,2012,1878
Ittihad Club,Saudi Arabia,Hani Al-Nahedh,25.0,Goalkeeper,Al-Faisaly FC,Saudi Arabia,out,Winter,2012,1879
Ittihad Club,Saudi Arabia,Paulo Jorge,31.0,Right Winger,Gil Vicente,Portugal,out,Winter,2012,1880
Ittihad Club,Saudi Arabia,Omar Khudari,22.0,Second Striker,Al-Fateh,Saudi Arabia,out,Winter,2012,1881
Ittihad Club,Saudi Arabia,Abdullah Majrashi,22.0,Defence,Hetten FC,Brazil,out,Winter,2012,1882
Ittihad Club,Saudi Arabia,Mishal Al-Saeed,29.0,Left-Back,Al-Fateh,Saudi Arabia,out,Winter,2012,1883
Ittihad Club,Saudi Arabia,Mazin Ahmed Al-Huthayfi,27.0,Left Winger,OH Leuven,Belgium,out,Winter,2012,1884
Ittihad Club,Saudi Arabia,Ali Madhali,21.0,Centre-Forward,Al-Wehda,Saudi Arabia,out,Winter,2012,1885
Al-Fateh SC,Saudi Arabia,Omar Khudari,22.0,Second Striker,Ittihad Club,Saudi Arabia,in,Winter,2012,1886
Al-Fateh SC,Saudi Arabia,Osama Ashoor,22.0,Right-Back,Al-Nassr FC U23,Saudi Arabia,in,Winter,2012,1887
Al-Fateh SC,Saudi Arabia,Mishal Al-Saeed,29.0,Left-Back,Ittihad Club,Saudi Arabia,in,Winter,2012,1888
Al-Fateh SC,Saudi Arabia,Abdoh Bernaoy,28.0,Left-Back,Al-Nassr,Saudi Arabia,in,Winter,2012,1889
Al-Nassr FC,Saudi Arabia,Rafael Bastos,28.0,Attacking Midfield,CFR Cluj,Romania,in,Winter,2012,1890
Al-Nassr FC,Saudi Arabia,Mohammed Noor,35.0,Attacking Midfield,Ittihad Club,Saudi Arabia,in,Winter,2012,1891
Al-Nassr FC,Saudi Arabia,Hassan Al-Raheb,29.0,Second Striker,Najran SC,Saudi Arabia,in,Winter,2012,1892
Al-Nassr FC,Saudi Arabia,Mohammed Husain Bahzad,32.0,Centre-Back,Umm Salal SC,Qatar,in,Winter,2012,1893
Al-Nassr FC,Saudi Arabia,Ibrahim Al-Zubaidi,23.0,Left-Back,Al-Wehda,Saudi Arabia,in,Winter,2012,1894
Al-Nassr FC,Saudi Arabia,Angelos Charisteas,33.0,Centre-Forward,Free Agent,Free Agent,in,Winter,2012,1895
Al-Nassr FC,Saudi Arabia,Vinícius Reche,28.0,Attacking Midfield,Al-Wehda,Saudi Arabia,out,Winter,2012,1896
Al-Nassr FC,Saudi Arabia,Damián Manso,33.0,Attacking Midfield,Dep. Cuenca,Ecuador,out,Winter,2012,1897
Al-Nassr FC,Saudi Arabia,Shavkat Mulladzhanov,27.0,Centre-Back,Liaoning FC,England,out,Winter,2012,1898
Al-Nassr FC,Saudi Arabia,Abdoh Bernaoy,28.0,Left-Back,Al-Fateh,Saudi Arabia,out,Winter,2012,1899
Al-Faisaly FC,Saudi Arabia,Hani Al-Nahedh,25.0,Goalkeeper,Ittihad Club,Saudi Arabia,in,Winter,2012,1900
Al-Faisaly FC,Saudi Arabia,Mousa Al-Shamri,26.0,Attack,Najran SC,Saudi Arabia,out,Winter,2012,1901
Al-Faisaly FC,Saudi Arabia,Faisal Al-Dosari,28.0,Central Midfield,Hajer,Saudi Arabia,out,Winter,2012,1902
Najran SC,Saudi Arabia,Ali Al-Zubaidi,25.0,Defensive Midfield,Ittihad Club,Saudi Arabia,in,Winter,2012,1903
Najran SC,Saudi Arabia,Salman Al-Hariri,24.0,Left Midfield,Ittihad Club,Saudi Arabia,in,Winter,2012,1904
Najran SC,Saudi Arabia,Mousa Al-Shamri,26.0,Attack,Al-Faisaly FC,Saudi Arabia,in,Winter,2012,1905
Najran SC,Saudi Arabia,Hassan Al-Raheb,29.0,Second Striker,Al-Nassr,Saudi Arabia,out,Winter,2012,1906
Najran SC,Saudi Arabia,Khaled Al-Barakah,22.0,Left-Back,Al-Hazem,Saudi Arabia,out,Winter,2012,1907
Hajer Club,Saudi Arabia,Ahmed Bakri,33.0,Centre-Back,El Makasa,Tunisia,in,Winter,2012,1908
Hajer Club,Saudi Arabia,Faisal Al-Dosari,28.0,Central Midfield,Al-Faisaly FC,Saudi Arabia,in,Winter,2012,1909
Hajer Club,Saudi Arabia,Konan Oussou,23.0,Centre-Forward,El Ahly,Egypt,in,Winter,2012,1910
Hajer Club,Saudi Arabia,Ayman Abdelaziz,34.0,Defensive Midfield,El Makasa,Tunisia,in,Winter,2012,1911
Al-Taawoun FC,Saudi Arabia,Waheed Oseni,24.0,Centre-Back,Ethnikos Achna FC,Cyprus,in,Winter,2012,1912
Al-Taawoun FC,Saudi Arabia,Dario Jertec,27.0,Defensive Midfield,Qadsia SC,France,in,Winter,2012,1913
Al-Taawoun FC,Saudi Arabia,Sanad Shrahilee,26.0,Centre-Back,Al-Ettifaq,Saudi Arabia,in,Winter,2012,1914
Al-Taawoun FC,Saudi Arabia,Abdul Aziz Al-Muqbali,23.0,Centre-Forward,Al-Shabab SC,Saudi Arabia,in,Winter,2012,1915
Al-Taawoun FC,Saudi Arabia,Hadj Bouguèche,29.0,Centre-Forward,MC Algiers,Algeria,out,Winter,2012,1916
Al-Taawoun FC,Saudi Arabia,Baha'a Abdulrahman,26.0,Defensive Midfield,Al-Faisaly SC,Saudi Arabia,out,Winter,2012,1917
Al-Shoalah FC,Saudi Arabia,Mahamadou Kondo,23.0,Defensive Midfield,Stade Malien,Mali,in,Winter,2012,1918
Al-Shoalah FC,Saudi Arabia,Abdulrahman Al-Barakah,22.0,Defensive Midfield,Al-Shabab,Saudi Arabia,in,Winter,2012,1919
Al-Wehda FC,Saudi Arabia,Ahmad Sharbini,28.0,Centre-Forward,NK Istra,Croatia,in,Winter,2012,1920
Al-Wehda FC,Saudi Arabia,Vinícius Reche,28.0,Attacking Midfield,Al-Nassr,Saudi Arabia,in,Winter,2012,1921
Al-Wehda FC,Saudi Arabia,Pa-Modou Kah,32.0,Centre-Back,Al-Khor SC,Qatar,in,Winter,2012,1922
Al-Wehda FC,Saudi Arabia,Waleed Mahboob,27.0,Right Midfield,Al-Ettifaq,Saudi Arabia,in,Winter,2012,1923
Al-Wehda FC,Saudi Arabia,Ali Madhali,21.0,Centre-Forward,Ittihad Club,Saudi Arabia,in,Winter,2012,1924
Al-Wehda FC,Saudi Arabia,Muhannad Assiri,26.0,Centre-Forward,Al-Shabab,Saudi Arabia,out,Winter,2012,1925
Al-Wehda FC,Saudi Arabia,Ibrahim Al-Zubaidi,23.0,Left-Back,Al-Nassr,Saudi Arabia,out,Winter,2012,1926
Al-Wehda FC,Saudi Arabia,Abbas Shengeeti,25.0,Left-Back,Al-Orobah FC,Saudi Arabia,out,Winter,2012,1927
Al-Wehda FC,Saudi Arabia,Sékou Doumbia,24.0,Centre-Back,Free Agent,Free Agent,out,Winter,2012,1928
Al-Hilal SFC,Saudi Arabia,Thiago Neves,28.0,Attacking Midfield,Fluminense,Brazil,in,Summer,2013,1929
Al-Hilal SFC,Saudi Arabia,Youssef Al-Salem,28.0,Centre-Forward,Al-Ettifaq,Saudi Arabia,in,Summer,2013,1930
Al-Hilal SFC,Saudi Arabia,Faiz Al-Sobea,30.0,Goalkeeper,Al-Ettifaq,Saudi Arabia,in,Summer,2013,1931
Al-Hilal SFC,Saudi Arabia,Abdullah Al-Hafith,20.0,Centre-Back,Paços Ferreira,Portugal,in,Summer,2013,1932
Al-Hilal SFC,Saudi Arabia,Nasser Al-Shamrani,29.0,Centre-Forward,Al-Shabab,Saudi Arabia,in,Summer,2013,1933
Al-Hilal SFC,Saudi Arabia,Segundo Castillo,31.0,Defensive Midfield,Puebla FC,Mexico,in,Summer,2013,1934
Al-Hilal SFC,Saudi Arabia,Sung-hwan Cho,30.0,Centre-Back,Free Agent,Free Agent,in,Summer,2013,1935
Al-Hilal SFC,Saudi Arabia,Redwan Al-Mousa,22.0,Centre-Back,Shoalah,Azerbaijan,in,Summer,2013,1936
Al-Hilal SFC,Saudi Arabia,Fawaz Fallatah,24.0,Centre-Back,Al-Raed,Saudi Arabia,in,Summer,2013,1937
Al-Hilal SFC,Saudi Arabia,Adil Hermach,27.0,Midfield,Toulouse,France,in,Summer,2013,1938
Al-Hilal SFC,Saudi Arabia,Kader Mangane,30.0,Centre-Back,Sunderland,England,in,Summer,2013,1939
Al-Hilal SFC,Saudi Arabia,Byung-soo Yoo,25.0,Centre-Forward,Rostov,Russia,out,Summer,2013,1940
Al-Hilal SFC,Saudi Arabia,Hassan Khairat,25.0,Centre-Back,Al-Raed,Saudi Arabia,out,Summer,2013,1941
Al-Hilal SFC,Saudi Arabia,Kader Mangane,30.0,Centre-Back,K. Erciyesspor,Turkey,out,Summer,2013,1942
Al-Hilal SFC,Saudi Arabia,Abdulaziz Al-Azemi,22.0,Midfield,Najran SC,Saudi Arabia,out,Summer,2013,1943
Al-Hilal SFC,Saudi Arabia,Sulaiman Al-Abdullah,23.0,Midfield,Al-Raed,Saudi Arabia,out,Summer,2013,1944
Al-Hilal SFC,Saudi Arabia,Mohammed Qasem,22.0,Midfield,Al-Nahdah FC,Saudi Arabia,out,Summer,2013,1945
Al-Hilal SFC,Saudi Arabia,Fahad Al-Johani,21.0,Centre-Forward,Al-Nahdah FC,Saudi Arabia,out,Summer,2013,1946
Al-Hilal SFC,Saudi Arabia,Mohammad Al-Nakhli,29.0,Right-Back,Al-Fateh,Saudi Arabia,out,Summer,2013,1947
Al-Hilal SFC,Saudi Arabia,Fawaz Fallatah,24.0,Centre-Back,Al-Orobah FC,Saudi Arabia,out,Summer,2013,1948
Al-Hilal SFC,Saudi Arabia,Gustavo Bolívar,28.0,Central Midfield,Águilas Pereira,Colombia,out,Summer,2013,1949
Al-Hilal SFC,Saudi Arabia,Wesley,32.0,Second Striker,Free Agent,Free Agent,out,Summer,2013,1950
Al-Hilal SFC,Saudi Arabia,Saad Al-Harthi,29.0,Centre-Forward,Retired,Retired,out,Summer,2013,1951
Al-Hilal SFC,Saudi Arabia,Mohammed Massad,30.0,Central Midfield,Al-Ahli SFC,Saudi Arabia,out,Summer,2013,1952
Al-Hilal SFC,Saudi Arabia,Ibrahim Zaied,23.0,Goalkeeper,Al-Shabab,Saudi Arabia,out,Summer,2013,1953
Al-Hilal SFC,Saudi Arabia,Hussein Shae'an,25.0,Goalkeeper,Al-Shabab,Saudi Arabia,out,Summer,2013,1954
Al-Hilal SFC,Saudi Arabia,Ozéia,31.0,Centre-Back,Criciúma EC,Brazil,out,Summer,2013,1955
Al-Nahdah FC,Saudi Arabia,Adama Traoré,23.0,Defensive Midfield,Olympique Beja,Tunisia,in,Summer,2013,1956
Al-Nahdah FC,Saudi Arabia,Renan Silva,24.0,Attacking Midfield,Petrolul,Romania,in,Summer,2013,1957
Al-Nahdah FC,Saudi Arabia,Amine Abbès,26.0,Centre-Back,CS Sfaxien,Tunisia,in,Summer,2013,1958
Al-Nahdah FC,Saudi Arabia,Tisir Al-Antaif,39.0,Goalkeeper,Al-Faisaly FC,Saudi Arabia,in,Summer,2013,1959
Al-Nahdah FC,Saudi Arabia,Sahib Al-Abdullah,35.0,Defensive Midfield,Najran SC,Saudi Arabia,in,Summer,2013,1960
Al-Nahdah FC,Saudi Arabia,Ismail Abdullatif,26.0,Centre-Forward,Al-Ahli SFC SC,Saudi Arabia,in,Summer,2013,1961
Al-Nahdah FC,Saudi Arabia,Abdulaziz Al-Harbi,29.0,Defence,Al-Taawoun,Saudi Arabia,in,Summer,2013,1962
Al-Nahdah FC,Saudi Arabia,Obaid Al-Shamrani,27.0,Right-Back,Al-Raed,Saudi Arabia,in,Summer,2013,1963
Al-Nahdah FC,Saudi Arabia,Fahad Al-Johani,21.0,Centre-Forward,Al-Hilal,Saudi Arabia,in,Summer,2013,1964
Al-Nahdah FC,Saudi Arabia,Hussein Al-Nagai,31.0,Midfield,Hajer,Saudi Arabia,in,Summer,2013,1965
Al-Nahdah FC,Saudi Arabia,Walid Al-Raja,31.0,Left-Back,Hajer,Saudi Arabia,in,Summer,2013,1966
Al-Nahdah FC,Saudi Arabia,Mohammed Qasem,22.0,Midfield,Al-Hilal,Saudi Arabia,in,Summer,2013,1967
Al-Nahdah FC,Saudi Arabia,Masoud Bakheet,21.0,Right-Back,Hetten FC,Brazil,in,Summer,2013,1968
Al-Nahdah FC,Saudi Arabia,Abbas Shengeeti,26.0,Left-Back,Al-Orobah FC,Saudi Arabia,in,Summer,2013,1969
Al-Nahdah FC,Saudi Arabia,Fahad Al-Johani,21.0,Centre-Forward,Al-Raed,Saudi Arabia,out,Summer,2013,1970
Al-Nahdah FC,Saudi Arabia,Ali Al-Shehri,0.0,Centre-Back,,,out,Summer,2013,1971
Al-Ettifaq FC,Saudi Arabia,Danny Morais,28.0,Centre-Back,EC Bahia,France,in,Summer,2013,1972
Al-Ettifaq FC,Saudi Arabia,Nicolae Grigore,30.0,Central Midfield,Rapid Bucharest,Romania,in,Summer,2013,1973
Al-Ettifaq FC,Saudi Arabia,Islam Seraj,24.0,Centre-Forward,Al-Wehda,Saudi Arabia,in,Summer,2013,1974
Al-Ettifaq FC,Saudi Arabia,N'Diaye Papa Waigo,29.0,Right Winger,Al-Wahda FC,Saudi Arabia,in,Summer,2013,1975
Al-Ettifaq FC,Saudi Arabia,Abdulmuttaleb Al-Traidi,31.0,Right-Back,Ittihad Club,Saudi Arabia,in,Summer,2013,1976
Al-Ettifaq FC,Saudi Arabia,Ali Otayf,26.0,Midfield,Al-Raed,Saudi Arabia,in,Summer,2013,1977
Al-Ettifaq FC,Saudi Arabia,Yassen Al-Bakhit,24.0,Left Winger,Al-Faisaly FC,Saudi Arabia,in,Summer,2013,1978
Al-Ettifaq FC,Saudi Arabia,Ibrahim Hazzazi,28.0,Right-Back,Ittihad Club,Saudi Arabia,in,Summer,2013,1979
Al-Ettifaq FC,Saudi Arabia,Tawfiq Buhumaid,25.0,Left-Back,Hajer,Saudi Arabia,in,Summer,2013,1980
Al-Ettifaq FC,Saudi Arabia,Mohamad Sharifi,34.0,Goalkeeper,Al-Fateh,Saudi Arabia,in,Summer,2013,1981
Al-Ettifaq FC,Saudi Arabia,Mohammed Al-Rashed,33.0,Centre-Forward,Al-Taawoun,Saudi Arabia,in,Summer,2013,1982
Al-Ettifaq FC,Saudi Arabia,Khaled Hamdi,21.0,Defensive Midfield,Al-Ettifaq U23,Saudi Arabia,in,Summer,2013,1983
Al-Ettifaq FC,Saudi Arabia,Mohamed Kanno,18.0,Central Midfield,Al-Ettifaq U23,Saudi Arabia,in,Summer,2013,1984
Al-Ettifaq FC,Saudi Arabia,Khaled Al-Obod,23.0,Second Striker,Khaleej,Saudi Arabia,in,Summer,2013,1985
Al-Ettifaq FC,Saudi Arabia,Yahya Ateen,22.0,Defensive Midfield,Al-Ahli SFC,Saudi Arabia,in,Summer,2013,1986
Al-Ettifaq FC,Saudi Arabia,Yahya Al-Shehri,23.0,Attacking Midfield,Al-Nassr,Saudi Arabia,out,Summer,2013,1987
Al-Ettifaq FC,Saudi Arabia,Fahad Al-Mubarak,29.0,Right Midfield,Shoalah,Azerbaijan,out,Summer,2013,1988
Al-Ettifaq FC,Saudi Arabia,Mustafa Al-Helo,24.0,Defence,,,out,Summer,2013,1989
Al-Ettifaq FC,Saudi Arabia,Youssef Al-Salem,28.0,Centre-Forward,Al-Hilal,Saudi Arabia,out,Summer,2013,1990
Al-Ettifaq FC,Saudi Arabia,Mustafa Al-Moelw,25.0,Goalkeeper,Najran SC,Saudi Arabia,out,Summer,2013,1991
Al-Ettifaq FC,Saudi Arabia,Ahmed Kano,28.0,Central Midfield,Fanja SC,France,out,Summer,2013,1992
Al-Ettifaq FC,Saudi Arabia,Jafar Al-Saeed,22.0,Centre-Back,Najran SC,Saudi Arabia,out,Summer,2013,1993
Al-Ettifaq FC,Saudi Arabia,Faiz Al-Sobea,30.0,Goalkeeper,Al-Hilal,Saudi Arabia,out,Summer,2013,1994
Al-Ettifaq FC,Saudi Arabia,Saleh Bashir,31.0,Centre-Forward,Khaleej,Saudi Arabia,out,Summer,2013,1995
Al-Ettifaq FC,Saudi Arabia,Mohammad Khoja,31.0,Goalkeeper,Retired,Retired,out,Summer,2013,1996
Al-Ettifaq FC,Saudi Arabia,Ibrahim Al-Mugneam,31.0,Right Midfield,Retired,Retired,out,Summer,2013,1997
Al-Ettifaq FC,Saudi Arabia,Prince Tagoe,26.0,Centre-Forward,Bursaspor,Turkey,out,Summer,2013,1998
Al-Ettifaq FC,Saudi Arabia,Abdullah Al-Salem,20.0,Centre-Forward,Khaleej,Saudi Arabia,out,Summer,2013,1999
Al-Ettifaq FC,Saudi Arabia,Abdullah Al-Dosari,30.0,Midfield,Al-Fateh,Saudi Arabia,out,Summer,2013,2000
Ittihad Club,Saudi Arabia,Marquinho,27.0,Attacking Midfield,AS Roma,Italy,in,Summer,2013,2001
Ittihad Club,Saudi Arabia,Mohamad Haidar,23.0,Attacking Midfield,Safa Beirut SC,Lebanon,in,Summer,2013,2002
Ittihad Club,Saudi Arabia,Fernando Baiano,34.0,Centre-Forward,São Bernardo,Brazil,in,Summer,2013,2003
Ittihad Club,Saudi Arabia,Leandro Bonfim,29.0,Attacking Midfield,Audax-RJ,France,in,Summer,2013,2004
Ittihad Club,Saudi Arabia,Jóbson,25.0,Centre-Forward,Botafogo,Brazil,in,Summer,2013,2005
Ittihad Club,Saudi Arabia,Jamal Bajandooh,20.0,Defensive Midfield,Ittihad C. U23,Saudi Arabia,in,Summer,2013,2006
Ittihad Club,Saudi Arabia,Mohammed Qasem,18.0,Left-Back,Ittihad C. U23,Saudi Arabia,in,Summer,2013,2007
Ittihad Club,Saudi Arabia,Ali Al-Amri,18.0,Goalkeeper,Ittihad C. U23,Saudi Arabia,in,Summer,2013,2008
Ittihad Club,Saudi Arabia,Hani Al-Nahedh,25.0,Goalkeeper,Al-Faisaly FC,Saudi Arabia,in,Summer,2013,2009
Ittihad Club,Saudi Arabia,Ali Madhali,22.0,Centre-Forward,Al-Wehda,Saudi Arabia,in,Summer,2013,2010
Ittihad Club,Saudi Arabia,Anas Sharbini,26.0,Left Winger,HNK Rijeka,Croatia,out,Summer,2013,2011
Ittihad Club,Saudi Arabia,Shafi Al-Dossari,23.0,Left-Back,Al-Fateh,Saudi Arabia,out,Summer,2013,2012
Ittihad Club,Saudi Arabia,Modeste M'Bami,30.0,Defensive Midfield,Al-Fateh,Saudi Arabia,out,Summer,2013,2013
Ittihad Club,Saudi Arabia,Naif Ahmed Taib Hazazi,24.0,Centre-Forward,Al-Shabab,Saudi Arabia,out,Summer,2013,2014
Ittihad Club,Saudi Arabia,Ibrahim Hazzazi,28.0,Right-Back,Al-Ettifaq,Saudi Arabia,out,Summer,2013,2015
Ittihad Club,Saudi Arabia,Abdulmuttaleb Al-Traidi,31.0,Right-Back,Al-Ettifaq,Saudi Arabia,out,Summer,2013,2016
Ittihad Club,Saudi Arabia,Salman Al-Sibyani,24.0,Centre-Forward,Al-Raed,Saudi Arabia,out,Summer,2013,2017
Ittihad Club,Saudi Arabia,Ayman Fadel,23.0,Central Midfield,Al-Raed,Saudi Arabia,out,Summer,2013,2018
Ittihad Club,Saudi Arabia,Redha Tukar,37.0,Centre-Back,Retired,Retired,out,Summer,2013,2019
Ittihad Club,Saudi Arabia,Bill,28.0,Centre-Forward,Santos,Brazil,out,Summer,2013,2020
Ittihad Club,Saudi Arabia,György Sándor,29.0,Attacking Midfield,Videoton FC,Hungary,out,Summer,2013,2021
Al-Shabab FC,Saudi Arabia,Macnelly Torres,28.0,Attacking Midfield,Atl. Nacional,Paraguay,in,Summer,2013,2022
Al-Shabab FC,Saudi Arabia,Rafinha,29.0,Left Winger,Coritiba FC,Brazil,in,Summer,2013,2023
Al-Shabab FC,Saudi Arabia,Sager Otayf,22.0,Attacking Midfield,Louletano,San Marino,in,Summer,2013,2024
Al-Shabab FC,Saudi Arabia,Naif Ahmed Taib Hazazi,24.0,Centre-Forward,Ittihad Club,Saudi Arabia,in,Summer,2013,2025
Al-Shabab FC,Saudi Arabia,Essa Al-Mehyani,30.0,Centre-Forward,Al-Ahli SFC,Saudi Arabia,in,Summer,2013,2026
Al-Shabab FC,Saudi Arabia,Rogerinho,27.0,Attacking Midfield,Kuwait SC,Brazil,in,Summer,2013,2027
Al-Shabab FC,Saudi Arabia,Ibrahim Zaied,23.0,Goalkeeper,Al-Hilal,Saudi Arabia,in,Summer,2013,2028
Al-Shabab FC,Saudi Arabia,Abdulrahman Al-Barakah,22.0,Defensive Midfield,Shoalah,Azerbaijan,in,Summer,2013,2029
Al-Shabab FC,Saudi Arabia,Khalid Awaji,23.0,Centre-Back,Hetten FC,Brazil,in,Summer,2013,2030
Al-Shabab FC,Saudi Arabia,Hussein Shae'an,25.0,Goalkeeper,Al-Hilal,Saudi Arabia,in,Summer,2013,2031
Al-Shabab FC,Saudi Arabia,Fahad Al-Munaif,23.0,Centre-Forward,Shoalah,Azerbaijan,in,Summer,2013,2032
Al-Shabab FC,Saudi Arabia,Camacho,33.0,Attacking Midfield,EC Vitória,Slovakia,out,Summer,2013,2033
Al-Shabab FC,Saudi Arabia,Fahad Al-Munaif,23.0,Centre-Forward,Shoalah,Azerbaijan,out,Summer,2013,2034
Al-Shabab FC,Saudi Arabia,Khalid Awaji,23.0,Centre-Back,Abha,Saudi Arabia,out,Summer,2013,2035
Al-Shabab FC,Saudi Arabia,Majed Al-Marhoum,31.0,Centre-Back,Shoalah,Azerbaijan,out,Summer,2013,2036
Al-Shabab FC,Saudi Arabia,Sebastián Tagliabúe,28.0,Centre-Forward,Al-Wahda FC,Saudi Arabia,out,Summer,2013,2037
Al-Shabab FC,Saudi Arabia,Nasser Al-Shamrani,29.0,Centre-Forward,Al-Hilal,Saudi Arabia,out,Summer,2013,2038
Al-Ahli SFC,Saudi Arabia,Márcio Mossoró,29.0,Attacking Midfield,SC Braga,Portugal,in,Summer,2013,2039
Al-Ahli SFC,Saudi Arabia,Hyun-jun Suk,22.0,Centre-Forward,Marítimo,Portugal,in,Summer,2013,2040
Al-Ahli SFC,Saudi Arabia,Jairo Palomino,25.0,Defensive Midfield,Atl. Nacional,Paraguay,in,Summer,2013,2041
Al-Ahli SFC,Saudi Arabia,Younis Mahmoud,34.0,Centre-Forward,Al-Sadd SC,Qatar,in,Summer,2013,2042
Al-Ahli SFC,Saudi Arabia,Mohammed Al-Fatil,22.0,Centre-Back,Al-Ahli SFC U23,Saudi Arabia,in,Summer,2013,2043
Al-Ahli SFC,Saudi Arabia,Mustafa Mahdi Al-Bassas,20.0,Right Midfield,Al-Ahli SFC U23,Saudi Arabia,in,Summer,2013,2044
Al-Ahli SFC,Saudi Arabia,Malek Mouath,31.0,Centre-Forward,Al-Nassr,Saudi Arabia,in,Summer,2013,2045
Al-Ahli SFC,Saudi Arabia,Mohammed Massad,30.0,Central Midfield,Al-Hilal,Saudi Arabia,in,Summer,2013,2046
Al-Ahli SFC,Saudi Arabia,Mazin Ahmed Al-Huthayfi,27.0,Left Winger,OH Leuven,Belgium,in,Summer,2013,2047
Al-Ahli SFC,Saudi Arabia,Diego Morales,26.0,Attacking Midfield,Náutico,Brazil,out,Summer,2013,2048
Al-Ahli SFC,Saudi Arabia,Abdulrahim Jaizawi,24.0,Left Winger,Al-Nassr,Saudi Arabia,out,Summer,2013,2049
Al-Ahli SFC,Saudi Arabia,Jufain Al-Bishi,26.0,Centre-Back,Al-Raed,Saudi Arabia,out,Summer,2013,2050
Al-Ahli SFC,Saudi Arabia,Kamil Fallatah Al-Mor,30.0,Right-Back,Al-Nassr,Saudi Arabia,out,Summer,2013,2051
Al-Ahli SFC,Saudi Arabia,Samer Salem,21.0,Second Striker,Al-Raed,Saudi Arabia,out,Summer,2013,2052
Al-Ahli SFC,Saudi Arabia,Essa Al-Mehyani,30.0,Centre-Forward,Al-Shabab,Saudi Arabia,out,Summer,2013,2053
